19922|Romanes, George John
43628|Pu, Songling
57672|Speight, T. W. (Thomas Wilkinson)
32700|Giloane, William
1716|Freeman, Mary Eleanor Wilkins
34837|Barué, Sulpice
36699|Ramsay, Rina
32718|Curtis, Betsy
11543|Various
5331|Dom
13381|Kerr, Robert
36592|Mitford, Bertram
27699|Various
39754|Huneker, James
36971|Trumbull, H. Clay (Henry Clay)
23762|Edmondson, G. C.
33552|Call, Frank Oliver
21254|McCutcheon, John T. (John Tinney)
45839|Stoker, Bram
958|Baum, L. Frank (Lyman Frank)
33779|Couperus, Louis
23180|Hayes, Augustus Allen
25855|Greene, John Richard
19813|Ade, George
46806|Various
1768|Shakespeare, William
35126|Tille, Václav
3978|Daudet, Alphonse
29855|Heindel, Max
29533|Birmingham, George A.
29734|Priestley, Joseph
18700|Hopkins, Herbert M. (Herbert Müller)
48258|Johnston, Mary
40569|Morrison, Arthur
17711|unknown
26521|Brown, Fredric
26327|Crawford, F. Marion (Francis Marion)
32836|Abernathy, Robert
17255|Alma-Tadema, Laurence
24597|Blain, Mary E.
34360|Sudermann, Hermann
2864|Hardy, Thomas
39371|Offen, Benjamin
6612|Skinner, Charles M. (Charles Montgomery)
39278|unknown
3159|Pedler, Margaret
37829|Enochs, J. B. (James Byron)
16345|Addison, Alvin
15103|Cooper, Henry St. John
23630|Murfree, Mary Noailles
29938|Various
23278|Long, Helen Beecher
4187|Pepys, Samuel
35398|Various
5027|Hayes, Rutherford Birchard
17325|Maspero, G. (Gaston)
7998|Aristophanes
15430|Orcutt, William Dana
2832|Lang, Andrew
36957|Stephen, Leslie
5209|Crabbe, George
11077|Doctorow, Cory
5836|Twain, Mark
15308|Sanford, P. Gerald (Percy Gerald)
15035|Rich, Walter H. (Walter Herbert)
41068|Lorwin, Lewis L. (Lewis Levitzki)
34539|Braddon, M. E. (Mary Elizabeth)
1316|Conrad, Joseph
14031|Erasmus, Desiderius
7338|Sell, Henry T. (Henry Thorne)
13294|Orr, Charles Ebert
19568|Smith, Goldwin
39392|Lytton, Henry A.
17507|Laughlin, Clara E. (Clara Elizabeth)
13158|Hocking, Joseph
17566|Freeman, Mary Eleanor Wilkins
38091|James, William
36457|Zambra, Joseph
17048|Glyn, Elinor
11415|Various
42936|Delaborde, Henri, comte
3322|Wood, Henry, Mrs.
45106|Meynell, Everard
19968|Stephens, C. A. (Charles Asbury)
31591|Greenaway, Kate
5464|Ebers, Georg
49282|Farnol, Jeffery
19998|Allen, Lewis Falley
15839|Meade, L. T.
16|Barrie, J. M. (James Matthew)
45785|Various
4432|Meredith, George
29727|Saphro, Charles
15616|Baldwin, James
22766|Zerbe, James Slough
29762|Errico, Daniel
40665|Dewey, John
511|Le Fanu, Joseph Sheridan
13283|Various
15186|unknown
24660|Optic, Oliver
43880|Taylor, Henry Osborn
36280|Gardner, Ethellyn
13962|Various
2857|Haggard, H. Rider (Henry Rider)
35764|Zurara, Gomes Eannes de
23372|Ballantyne, R. M. (Robert Michael)
36861|Molesworth, Mrs.
14189|Haverfield, F. (Francis)
34673|Abbott, Henry
50939|Turner, William Oliver
40578|Pennell, Joseph
42681|Dumas, Alexandre
16060|Various
18868|Henty, G. A. (George Alfred)
15905|Huxley, Thomas Henry
15412|Randolph, B.  W. (Berkeley William)
36037|Thorne, W. S.
34834|Comstock, George C. (George Cary)
33207|Saltus, Edgar
40509|Various
43847|Smith, George Adam
31138|Taylor, Bert Leston
40431|Stevens, Augusta de Grasse
18515|Chambers, Robert W. (Robert William)
54711|Dell, Floyd
34404|Zangwill, Louis
23495|Guerber, H. A. (Hélène Adeline)
10422|Mundy, Talbot
37295|Gates, Burton N. (Burton Noble)
12817|Dowden, Edward
2467|Ibsen, Henrik
37751|Presland, John
28045|Hasse, Henry
35509|Allen, Frank Waller
4000|Various
44701|Hodder, Reginald
32430|Anonymous
16271|Various
28174|Humphreys, Arthur Lee
39056|Titus, Harold
31027|Legler, Henry Eduard
1302|Blades, William
19950|Thomas, Aquinas, Saint
17508|Wells, H. G. (Herbert George)
19851|Rinehart, Mary Roberts
39935|Bridge, Frederick
40823|O'Donnell, Elliott
25553|unknown
22943|Falkner, John Meade
6827|Stuart, Gordon (Adventure story writer)
23958|Weekley, Ernest
43522|William II, German Emperor
15280|Garis, Howard Roger
44445|Mathews, Joanna H. (Joanna Hooe)
26829|Warner, Susan
32360|Bixby, Jerome
37614|Beebe, William
30552|Various
35400|Bartlett, D. W. (David W.)
9362|Braddon, M. E. (Mary Elizabeth)
40596|Mackintosh, Charles Henry
24703|unknown
17817|Various
12218|Greg, W. W. (Walter Wilson)
27739|Arnold, Matthew
2501|Roe, Edward Payson
45859|Busk, Rachel Harriette
12496|Various
23926|Various
1698|Verne, Jules
2713|Haggard, H. Rider (Henry Rider)
39203|Barrie, J. M. (James Matthew)
31651|Cox, Irving E.
30866|Stebbing, W. (William)
14619|Lighthall, W. D. (William Douw)
30185|Locker-Lampson, Frederick
43514|Goforth, Rosalind
41432|Treves, Frederick
1827|Gaskell, Elizabeth Cleghorn
15141|Fischer, George Alexander
45577|Wells, Carolyn
46798|Rathborne, St. George
33730|Bolen, C. Edgar
27212|Cobb, Irvin S. (Irvin Shrewsbury)
44185|Goodridge Roberts, Theodore
44819|Miller, Alex. McVeigh, Mrs.
21087|Hutcheson, John C. (John Conroy)
16871|Bower, B. M.
21997|Walton, O. F., Mrs.
32202|unknown
11381|Kingsley, Charles
11297|Buffa, John
34651|University of Illinois (Urbana-Champaign campus). Extension Service in Agriculture and Home Economics
1158|Tarkington, Booth
14986|Faraday, Michael
14294|Morrison, John
32258|Gould, John Mead
1657|Plato
21540|unknown
30303|Gilmore, Anthony
3984|Bernard, Charles de
133|Frederic, Harold
48990|Abbott, Eleanor Hallowell
35344|Nunn, Herbert
35539|Washburn, L. K. (Lemuel Kelley)
4147|Pepys, Samuel
40992|Glasser, Allen
34662|Le Fanu, Joseph Sheridan
21308|Fenn, George Manville
19299|`Abdu'l-Bahá
46661|Federal Writers' Project of the Works Progress Administration for the State of North Dakota
6899|Meade, L. T.
32820|Marlowe, Stephen
34474|Madison, Lucy Foster
22314|Delafield, John
14571|Glasgow, Ellen Anderson Gholson
41233|Guild, Curtis
2449|Holmes, Oliver Wendell
28054|Dostoyevsky, Fyodor
